"palabra","frecuencia.Var1","frecuencia.Freq","documento"
3735,"rir",1,"trad_gonzalez_garcia.pdf"
3736,"risa",3,"trad_gonzalez_garcia.pdf"
3737,"risible",1,"trad_gonzalez_garcia.pdf"
3738,"ritmo",1,"trad_gonzalez_garcia.pdf"
3739,"rizado",1,"trad_gonzalez_garcia.pdf"
3740,"rizo",1,"trad_gonzalez_garcia.pdf"
3741,"robar",5,"trad_gonzalez_garcia.pdf"
3742,"roble",2,"trad_gonzalez_garcia.pdf"
3743,"robo",1,"trad_gonzalez_garcia.pdf"
3744,"robusto",1,"trad_gonzalez_garcia.pdf"
3745,"roca",19,"trad_gonzalez_garcia.pdf"
3746,"rocer",1,"trad_gonzalez_garcia.pdf"
3747,"rocío",2,"trad_gonzalez_garcia.pdf"
3748,"roco",1,"trad_gonzalez_garcia.pdf"
3749,"rodea",1,"trad_gonzalez_garcia.pdf"
3750,"rodeaban",1,"trad_gonzalez_garcia.pdf"
3751,"rodeada",1,"trad_gonzalez_garcia.pdf"
3752,"rodeado",2,"trad_gonzalez_garcia.pdf"
3753,"rodeándo",1,"trad_gonzalez_garcia.pdf"
3754,"rodear",13,"trad_gonzalez_garcia.pdf"
3755,"rodeo",2,"trad_gonzalez_garcia.pdf"
3756,"rodete",2,"trad_gonzalez_garcia.pdf"
3757,"rodilla",2,"trad_gonzalez_garcia.pdf"
3758,"rogar",6,"trad_gonzalez_garcia.pdf"
3759,"rogastir",1,"trad_gonzalez_garcia.pdf"
3760,"rojo",9,"trad_gonzalez_garcia.pdf"
3761,"romántico",2,"trad_gonzalez_garcia.pdf"
3762,"romper",4,"trad_gonzalez_garcia.pdf"
3763,"rompiar",2,"trad_gonzalez_garcia.pdf"
3764,"rondándo",3,"trad_gonzalez_garcia.pdf"
3765,"rondar",2,"trad_gonzalez_garcia.pdf"
3766,"ropa",3,"trad_gonzalez_garcia.pdf"
3767,"rosa",1,"trad_gonzalez_garcia.pdf"
3768,"rostro",13,"trad_gonzalez_garcia.pdf"
3769,"rota",1,"trad_gonzalez_garcia.pdf"
3770,"rozar",4,"trad_gonzalez_garcia.pdf"
3771,"rubita",1,"trad_gonzalez_garcia.pdf"
3772,"rueda",1,"trad_gonzalez_garcia.pdf"
3773,"ruego",18,"trad_gonzalez_garcia.pdf"
3774,"ruido",4,"trad_gonzalez_garcia.pdf"
3775,"rumbo",3,"trad_gonzalez_garcia.pdf"
3776,"rumiar",1,"trad_gonzalez_garcia.pdf"
3777,"rutinario",2,"trad_gonzalez_garcia.pdf"
3778,"ryno",4,"trad_gonzalez_garcia.pdf"
3779,"s",6,"trad_gonzalez_garcia.pdf"
3780,"saber",102,"trad_gonzalez_garcia.pdf"
3781,"sabio",5,"trad_gonzalez_garcia.pdf"
3782,"sabiondilla",1,"trad_gonzalez_garcia.pdf"
3783,"saborear",1,"trad_gonzalez_garcia.pdf"
3784,"sabrás",2,"trad_gonzalez_garcia.pdf"
3785,"sabrir",1,"trad_gonzalez_garcia.pdf"
3786,"sacar",8,"trad_gonzalez_garcia.pdf"
3787,"sacerdote",3,"trad_gonzalez_garcia.pdf"
3788,"sacrificar",1,"trad_gonzalez_garcia.pdf"
3789,"sacudir",1,"trad_gonzalez_garcia.pdf"
3790,"sagrado",10,"trad_gonzalez_garcia.pdf"
3791,"sal",1,"trad_gonzalez_garcia.pdf"
3792,"sala",7,"trad_gonzalez_garcia.pdf"
3793,"salario",1,"trad_gonzalez_garcia.pdf"
3794,"saldar",1,"trad_gonzalez_garcia.pdf"
3795,"salgar",9,"trad_gonzalez_garcia.pdf"
3796,"salgo",6,"trad_gonzalez_garcia.pdf"
3797,"saliar",1,"trad_gonzalez_garcia.pdf"
3798,"salida",3,"trad_gonzalez_garcia.pdf"
3799,"salir",33,"trad_gonzalez_garcia.pdf"
3800,"salo",1,"trad_gonzalez_garcia.pdf"
3801,"salón",1,"trad_gonzalez_garcia.pdf"
3802,"saltar",1,"trad_gonzalez_garcia.pdf"
3803,"salto",4,"trad_gonzalez_garcia.pdf"
3804,"salud",4,"trad_gonzalez_garcia.pdf"
3805,"saludándola",1,"trad_gonzalez_garcia.pdf"
3806,"saludar",3,"trad_gonzalez_garcia.pdf"
3807,"salvación",4,"trad_gonzalez_garcia.pdf"
3808,"salvaje",1,"trad_gonzalez_garcia.pdf"
3809,"salvar",5,"trad_gonzalez_garcia.pdf"
3810,"salve",1,"trad_gonzalez_garcia.pdf"
3811,"samaritano",1,"trad_gonzalez_garcia.pdf"
3812,"sanar",2,"trad_gonzalez_garcia.pdf"
3813,"sangre",13,"trad_gonzalez_garcia.pdf"
3814,"sano",1,"trad_gonzalez_garcia.pdf"
3815,"santiguándo",1,"trad_gonzalez_garcia.pdf"
3816,"santo",7,"trad_gonzalez_garcia.pdf"
3817,"santuario",1,"trad_gonzalez_garcia.pdf"
3818,"sar",3,"trad_gonzalez_garcia.pdf"
3819,"sarmiento",1,"trad_gonzalez_garcia.pdf"
3820,"satisfacción",4,"trad_gonzalez_garcia.pdf"
3821,"satisfacer",4,"trad_gonzalez_garcia.pdf"
3822,"satisfecho",3,"trad_gonzalez_garcia.pdf"
3823,"sauce",3,"trad_gonzalez_garcia.pdf"
3824,"schmidt",3,"trad_gonzalez_garcia.pdf"
3825,"secar",2,"trad_gonzalez_garcia.pdf"
3826,"seco",3,"trad_gonzalez_garcia.pdf"
3827,"secretario",1,"trad_gonzalez_garcia.pdf"
3828,"secreto",6,"trad_gonzalez_garcia.pdf"
3829,"sed",4,"trad_gonzalez_garcia.pdf"
3830,"sediento",2,"trad_gonzalez_garcia.pdf"
3831,"seductor",2,"trad_gonzalez_garcia.pdf"
3832,"seguí",4,"trad_gonzalez_garcia.pdf"
3833,"seguido",1,"trad_gonzalez_garcia.pdf"
3834,"seguir",44,"trad_gonzalez_garcia.pdf"
3835,"segundo",9,"trad_gonzalez_garcia.pdf"
3836,"seguramente",1,"trad_gonzalez_garcia.pdf"
3837,"seguridad",2,"trad_gonzalez_garcia.pdf"
3838,"seguro",8,"trad_gonzalez_garcia.pdf"
3839,"selección",1,"trad_gonzalez_garcia.pdf"
3840,"seleccionado",1,"trad_gonzalez_garcia.pdf"
3841,"sellado",1,"trad_gonzalez_garcia.pdf"
3842,"sellar",1,"trad_gonzalez_garcia.pdf"
3843,"sello",1,"trad_gonzalez_garcia.pdf"
3844,"selma",2,"trad_gonzalez_garcia.pdf"
3845,"selstadt",1,"trad_gonzalez_garcia.pdf"
3846,"semana",3,"trad_gonzalez_garcia.pdf"
3847,"semanal",2,"trad_gonzalez_garcia.pdf"
3848,"semanalmente",1,"trad_gonzalez_garcia.pdf"
3849,"semblante",1,"trad_gonzalez_garcia.pdf"
3850,"sembrar",1,"trad_gonzalez_garcia.pdf"
3851,"semejar",1,"trad_gonzalez_garcia.pdf"
3852,"semidiós",2,"trad_gonzalez_garcia.pdf"
3853,"semler",1,"trad_gonzalez_garcia.pdf"
3854,"señalado",3,"trad_gonzalez_garcia.pdf"
3855,"señalar",1,"trad_gonzalez_garcia.pdf"
3856,"sencillez",1,"trad_gonzalez_garcia.pdf"
3857,"sencillo",10,"trad_gonzalez_garcia.pdf"
3858,"señor",30,"trad_gonzalez_garcia.pdf"
3859,"señora",7,"trad_gonzalez_garcia.pdf"
3860,"señorita",9,"trad_gonzalez_garcia.pdf"
3861,"sensación",26,"trad_gonzalez_garcia.pdf"
3862,"sensibilidad",7,"trad_gonzalez_garcia.pdf"
3863,"sensible",2,"trad_gonzalez_garcia.pdf"
3864,"sentábar",1,"trad_gonzalez_garcia.pdf"
3865,"sentado",28,"trad_gonzalez_garcia.pdf"
3866,"sentar",19,"trad_gonzalez_garcia.pdf"
3867,"sentía",1,"trad_gonzalez_garcia.pdf"
3868,"sentido",16,"trad_gonzalez_garcia.pdf"
3869,"sentimental",1,"trad_gonzalez_garcia.pdf"
3870,"sentimentalismo",1,"trad_gonzalez_garcia.pdf"
3871,"sentimiento",27,"trad_gonzalez_garcia.pdf"
3872,"sentir",121,"trad_gonzalez_garcia.pdf"
3873,"sepa",1,"trad_gonzalez_garcia.pdf"
3874,"sepáis",1,"trad_gonzalez_garcia.pdf"
3875,"separ",2,"trad_gonzalez_garcia.pdf"
3876,"separación",1,"trad_gonzalez_garcia.pdf"
3877,"separado",1,"trad_gonzalez_garcia.pdf"
3878,"separar",9,"trad_gonzalez_garcia.pdf"
3879,"septiembre",8,"trad_gonzalez_garcia.pdf"
3880,"sepulcro",3,"trad_gonzalez_garcia.pdf"
3881,"sepultado",1,"trad_gonzalez_garcia.pdf"
3882,"sepultura",3,"trad_gonzalez_garcia.pdf"
3883,"serena",2,"trad_gonzalez_garcia.pdf"
3884,"serénate",1,"trad_gonzalez_garcia.pdf"
3885,"serenidad",3,"trad_gonzalez_garcia.pdf"
3886,"sereno",3,"trad_gonzalez_garcia.pdf"
3887,"serer",1,"trad_gonzalez_garcia.pdf"
3888,"seríar",1,"trad_gonzalez_garcia.pdf"
3889,"serie",1,"trad_gonzalez_garcia.pdf"
3890,"seriedad",2,"trad_gonzalez_garcia.pdf"
3891,"serio",1,"trad_gonzalez_garcia.pdf"
3892,"sermón",1,"trad_gonzalez_garcia.pdf"
3893,"serpenteo",1,"trad_gonzalez_garcia.pdf"
3894,"serte",1,"trad_gonzalez_garcia.pdf"
3895,"servicio",6,"trad_gonzalez_garcia.pdf"
3896,"servidumbre",1,"trad_gonzalez_garcia.pdf"
3897,"servir",12,"trad_gonzalez_garcia.pdf"
3898,"seto",3,"trad_gonzalez_garcia.pdf"
3899,"sibilante",1,"trad_gonzalez_garcia.pdf"
3900,"siembrar",1,"trad_gonzalez_garcia.pdf"
3901,"siempre",61,"trad_gonzalez_garcia.pdf"
3902,"sien",1,"trad_gonzalez_garcia.pdf"
3903,"siente",4,"trad_gonzalez_garcia.pdf"
3904,"siento",2,"trad_gonzalez_garcia.pdf"
3905,"siete",2,"trad_gonzalez_garcia.pdf"
3906,"significado",2,"trad_gonzalez_garcia.pdf"
3907,"significar",16,"trad_gonzalez_garcia.pdf"
3908,"signo",1,"trad_gonzalez_garcia.pdf"
3909,"siguién",1,"trad_gonzalez_garcia.pdf"
3910,"siguiente",14,"trad_gonzalez_garcia.pdf"
3911,"siguir",1,"trad_gonzalez_garcia.pdf"
3912,"sílaba",1,"trad_gonzalez_garcia.pdf"
3913,"silbar",3,"trad_gonzalez_garcia.pdf"
3914,"silbido",1,"trad_gonzalez_garcia.pdf"
3915,"silencia",1,"trad_gonzalez_garcia.pdf"
3916,"silencio",14,"trad_gonzalez_garcia.pdf"
3917,"silencioso",3,"trad_gonzalez_garcia.pdf"
3918,"silla",5,"trad_gonzalez_garcia.pdf"
3919,"sillón",3,"trad_gonzalez_garcia.pdf"
3920,"silr",2,"trad_gonzalez_garcia.pdf"
3921,"silueta",4,"trad_gonzalez_garcia.pdf"
3922,"símbolo",1,"trad_gonzalez_garcia.pdf"
3923,"simiente",1,"trad_gonzalez_garcia.pdf"
3924,"símil",4,"trad_gonzalez_garcia.pdf"
3925,"similar",1,"trad_gonzalez_garcia.pdf"
3926,"simpatía",3,"trad_gonzalez_garcia.pdf"
3927,"simpático",1,"trad_gonzalez_garcia.pdf"
3928,"simpatir",1,"trad_gonzalez_garcia.pdf"
3929,"simple",4,"trad_gonzalez_garcia.pdf"
3930,"simplemente",6,"trad_gonzalez_garcia.pdf"
3931,"simplicidad",1,"trad_gonzalez_garcia.pdf"
3932,"simular",1,"trad_gonzalez_garcia.pdf"
3933,"sinceramente",3,"trad_gonzalez_garcia.pdf"
3934,"sinceridad",4,"trad_gonzalez_garcia.pdf"
3935,"sincero",9,"trad_gonzalez_garcia.pdf"
3936,"singular",5,"trad_gonzalez_garcia.pdf"
3937,"singularidad",1,"trad_gonzalez_garcia.pdf"
3938,"siniestro",1,"trad_gonzalez_garcia.pdf"
3939,"sintiéndo",1,"trad_gonzalez_garcia.pdf"
3940,"sintiés",1,"trad_gonzalez_garcia.pdf"
3941,"sintir",3,"trad_gonzalez_garcia.pdf"
3942,"siquiera",4,"trad_gonzalez_garcia.pdf"
3943,"sirviente",17,"trad_gonzalez_garcia.pdf"
3944,"sisaría",1,"trad_gonzalez_garcia.pdf"
3945,"sitio",2,"trad_gonzalez_garcia.pdf"
3946,"situación",9,"trad_gonzalez_garcia.pdf"
3947,"situado",1,"trad_gonzalez_garcia.pdf"
3948,"situar",2,"trad_gonzalez_garcia.pdf"
3949,"sobrecoger",1,"trad_gonzalez_garcia.pdf"
3950,"sobreentiender",1,"trad_gonzalez_garcia.pdf"
3951,"sobretodo",1,"trad_gonzalez_garcia.pdf"
3952,"sobrevolar",1,"trad_gonzalez_garcia.pdf"
3953,"sobrina",1,"trad_gonzalez_garcia.pdf"
3954,"socavar",1,"trad_gonzalez_garcia.pdf"
3955,"social",4,"trad_gonzalez_garcia.pdf"
3956,"sociedad",3,"trad_gonzalez_garcia.pdf"
3957,"sofocante",1,"trad_gonzalez_garcia.pdf"
3958,"soga",1,"trad_gonzalez_garcia.pdf"
3959,"sois",2,"trad_gonzalez_garcia.pdf"
3960,"sol",23,"trad_gonzalez_garcia.pdf"
3961,"sola",1,"trad_gonzalez_garcia.pdf"
3962,"solapa",1,"trad_gonzalez_garcia.pdf"
3963,"soledad",7,"trad_gonzalez_garcia.pdf"
3964,"solemnemente",1,"trad_gonzalez_garcia.pdf"
3965,"soler",1,"trad_gonzalez_garcia.pdf"
3966,"solicitar",1,"trad_gonzalez_garcia.pdf"
3967,"solitario",2,"trad_gonzalez_garcia.pdf"
3968,"sollozar",1,"trad_gonzalez_garcia.pdf"
3969,"sollozo",2,"trad_gonzalez_garcia.pdf"
3970,"solo",26,"trad_gonzalez_garcia.pdf"
3971,"soltar",2,"trad_gonzalez_garcia.pdf"
3972,"solterona",1,"trad_gonzalez_garcia.pdf"
3973,"sombra",7,"trad_gonzalez_garcia.pdf"
3974,"sombreado",1,"trad_gonzalez_garcia.pdf"
3975,"sombrero",6,"trad_gonzalez_garcia.pdf"
3976,"sombrío",3,"trad_gonzalez_garcia.pdf"
3977,"sombrir",2,"trad_gonzalez_garcia.pdf"
3978,"sometiéndo",1,"trad_gonzalez_garcia.pdf"
3979,"somnífero",1,"trad_gonzalez_garcia.pdf"
3980,"soñador",1,"trad_gonzalez_garcia.pdf"
3981,"sonámbulo",1,"trad_gonzalez_garcia.pdf"
3982,"sonar",1,"trad_gonzalez_garcia.pdf"
3983,"soñar",1,"trad_gonzalez_garcia.pdf"
3984,"sonido",2,"trad_gonzalez_garcia.pdf"
3985,"sonora",1,"trad_gonzalez_garcia.pdf"
3986,"sonreer",2,"trad_gonzalez_garcia.pdf"
3987,"sonrer",6,"trad_gonzalez_garcia.pdf"
3988,"sonrí",1,"trad_gonzalez_garcia.pdf"
3989,"sonrir",2,"trad_gonzalez_garcia.pdf"
3990,"sonrisa",4,"trad_gonzalez_garcia.pdf"
3991,"sopa",1,"trad_gonzalez_garcia.pdf"
3992,"sophie",2,"trad_gonzalez_garcia.pdf"
3993,"sopita",1,"trad_gonzalez_garcia.pdf"
3994,"soplar",1,"trad_gonzalez_garcia.pdf"
3995,"soportable",1,"trad_gonzalez_garcia.pdf"
3996,"soportado",1,"trad_gonzalez_garcia.pdf"
3997,"soportáis",1,"trad_gonzalez_garcia.pdf"
3998,"soportar",13,"trad_gonzalez_garcia.pdf"
3999,"soporto",1,"trad_gonzalez_garcia.pdf"
4000,"sordo",2,"trad_gonzalez_garcia.pdf"
4001,"sorprender",4,"trad_gonzalez_garcia.pdf"
4002,"sorpresa",1,"trad_gonzalez_garcia.pdf"
4003,"sortilegio",1,"trad_gonzalez_garcia.pdf"
4004,"sosegado",1,"trad_gonzalez_garcia.pdf"
4005,"soslayo",1,"trad_gonzalez_garcia.pdf"
4006,"sospecha",2,"trad_gonzalez_garcia.pdf"
4007,"sospechar",4,"trad_gonzalez_garcia.pdf"
4008,"sospeche",1,"trad_gonzalez_garcia.pdf"
4009,"sospechoso",1,"trad_gonzalez_garcia.pdf"
4010,"sostener",4,"trad_gonzalez_garcia.pdf"
4011,"suave",7,"trad_gonzalez_garcia.pdf"
4012,"suavidad",1,"trad_gonzalez_garcia.pdf"
4013,"suavizar",2,"trad_gonzalez_garcia.pdf"
4014,"suavizo",1,"trad_gonzalez_garcia.pdf"
4015,"subalterno",1,"trad_gonzalez_garcia.pdf"
4016,"súbdito",1,"trad_gonzalez_garcia.pdf"
4017,"subir",6,"trad_gonzalez_garcia.pdf"
4018,"sublevación",1,"trad_gonzalez_garcia.pdf"
4019,"sublimir",5,"trad_gonzalez_garcia.pdf"
4020,"subordinación",1,"trad_gonzalez_garcia.pdf"
4021,"suceder",17,"trad_gonzalez_garcia.pdf"
4022,"sucedería",1,"trad_gonzalez_garcia.pdf"
4023,"sucedido",1,"trad_gonzalez_garcia.pdf"
4024,"sucesión",2,"trad_gonzalez_garcia.pdf"
4025,"sucesivamente",1,"trad_gonzalez_garcia.pdf"
4026,"suceso",3,"trad_gonzalez_garcia.pdf"
4027,"sucesor",1,"trad_gonzalez_garcia.pdf"
4028,"sucio",1,"trad_gonzalez_garcia.pdf"
4029,"suculento",1,"trad_gonzalez_garcia.pdf"
4030,"sucum",2,"trad_gonzalez_garcia.pdf"
4031,"sudor",1,"trad_gonzalez_garcia.pdf"
4032,"suela",1,"trad_gonzalez_garcia.pdf"
4033,"sueldo",1,"trad_gonzalez_garcia.pdf"
4034,"suelo",11,"trad_gonzalez_garcia.pdf"
4035,"suelto",1,"trad_gonzalez_garcia.pdf"
4036,"sueño",20,"trad_gonzalez_garcia.pdf"
4037,"suerte",3,"trad_gonzalez_garcia.pdf"
4038,"suficiente",11,"trad_gonzalez_garcia.pdf"
4039,"suficientemente",5,"trad_gonzalez_garcia.pdf"
4040,"sufr",1,"trad_gonzalez_garcia.pdf"
4041,"sufragar",1,"trad_gonzalez_garcia.pdf"
4042,"sufrar",1,"trad_gonzalez_garcia.pdf"
4043,"sufrimiento",7,"trad_gonzalez_garcia.pdf"
4044,"sufrir",12,"trad_gonzalez_garcia.pdf"
4045,"sufro",2,"trad_gonzalez_garcia.pdf"
4046,"suicidio",1,"trad_gonzalez_garcia.pdf"
4047,"suiza",1,"trad_gonzalez_garcia.pdf"
4048,"suizo",1,"trad_gonzalez_garcia.pdf"
4049,"sujetar",1,"trad_gonzalez_garcia.pdf"
4050,"sujeto",2,"trad_gonzalez_garcia.pdf"
4051,"sulzer",1,"trad_gonzalez_garcia.pdf"
4052,"suma",1,"trad_gonzalez_garcia.pdf"
4053,"sumar",1,"trad_gonzalez_garcia.pdf"
4054,"sumergía",1,"trad_gonzalez_garcia.pdf"
4055,"sumergido",3,"trad_gonzalez_garcia.pdf"
4056,"sumergir",1,"trad_gonzalez_garcia.pdf"
4057,"sumido",2,"trad_gonzalez_garcia.pdf"
4058,"sumiéndo",1,"trad_gonzalez_garcia.pdf"
4059,"sumir",2,"trad_gonzalez_garcia.pdf"
4060,"superad",2,"trad_gonzalez_garcia.pdf"
4061,"superar",6,"trad_gonzalez_garcia.pdf"
4062,"superficie",2,"trad_gonzalez_garcia.pdf"
4063,"superior",3,"trad_gonzalez_garcia.pdf"
4064,"superioridad",1,"trad_gonzalez_garcia.pdf"
4065,"superstición",1,"trad_gonzalez_garcia.pdf"
4066,"supir",1,"trad_gonzalez_garcia.pdf"
4067,"suplicio",4,"trad_gonzalez_garcia.pdf"
4068,"súplico",1,"trad_gonzalez_garcia.pdf"
4069,"suponer",12,"trad_gonzalez_garcia.pdf"
4070,"supongo",3,"trad_gonzalez_garcia.pdf"
4071,"suposición",1,"trad_gonzalez_garcia.pdf"
4072,"supuesto",2,"trad_gonzalez_garcia.pdf"
4073,"supusar",1,"trad_gonzalez_garcia.pdf"
4074,"supuser",1,"trad_gonzalez_garcia.pdf"
4075,"surgir",3,"trad_gonzalez_garcia.pdf"
4076,"susceptibilidad",2,"trad_gonzalez_garcia.pdf"
4077,"suspensivo",1,"trad_gonzalez_garcia.pdf"
4078,"suspenso",1,"trad_gonzalez_garcia.pdf"
4079,"suspirar",2,"trad_gonzalez_garcia.pdf"
4080,"suspiro",3,"trad_gonzalez_garcia.pdf"
4081,"sustento",2,"trad_gonzalez_garcia.pdf"
4082,"sustituir",2,"trad_gonzalez_garcia.pdf"
4083,"susurrante",1,"trad_gonzalez_garcia.pdf"
4084,"susurrar",2,"trad_gonzalez_garcia.pdf"
4085,"sutil",1,"trad_gonzalez_garcia.pdf"
4086,"t",1,"trad_gonzalez_garcia.pdf"
4087,"taberno",3,"trad_gonzalez_garcia.pdf"
4088,"tabla",1,"trad_gonzalez_garcia.pdf"
4089,"tachar",1,"trad_gonzalez_garcia.pdf"
4090,"tácito",1,"trad_gonzalez_garcia.pdf"
4091,"taciturno",1,"trad_gonzalez_garcia.pdf"
4092,"tajante",1,"trad_gonzalez_garcia.pdf"
4093,"talado",2,"trad_gonzalez_garcia.pdf"
4094,"talar",1,"trad_gonzalez_garcia.pdf"
4095,"talento",3,"trad_gonzalez_garcia.pdf"
4096,"tálero",1,"trad_gonzalez_garcia.pdf"
4097,"tambalear",2,"trad_gonzalez_garcia.pdf"
4098,"tambiénr",1,"trad_gonzalez_garcia.pdf"
4099,"tampoco",13,"trad_gonzalez_garcia.pdf"
4100,"tanta",1,"trad_gonzalez_garcia.pdf"
4101,"tantar",1,"trad_gonzalez_garcia.pdf"
4102,"tanteo",1,"trad_gonzalez_garcia.pdf"
4103,"tapa",1,"trad_gonzalez_garcia.pdf"
4104,"tapar",1,"trad_gonzalez_garcia.pdf"
4105,"tapiz",1,"trad_gonzalez_garcia.pdf"
4106,"tapo",1,"trad_gonzalez_garcia.pdf"
4107,"tar",1,"trad_gonzalez_garcia.pdf"
4108,"tarde",18,"trad_gonzalez_garcia.pdf"
4109,"tarea",4,"trad_gonzalez_garcia.pdf"
4110,"tartamudear",1,"trad_gonzalez_garcia.pdf"
4111,"teatro",1,"trad_gonzalez_garcia.pdf"
4112,"telón",1,"trad_gonzalez_garcia.pdf"
4113,"tema",6,"trad_gonzalez_garcia.pdf"
4114,"temblaba",1,"trad_gonzalez_garcia.pdf"
4115,"temblar",3,"trad_gonzalez_garcia.pdf"
4116,"temblarás",1,"trad_gonzalez_garcia.pdf"
4117,"tembloroso",2,"trad_gonzalez_garcia.pdf"
4118,"temer",5,"trad_gonzalez_garcia.pdf"
4119,"temeroso",1,"trad_gonzalez_garcia.pdf"
4120,"temía",5,"trad_gonzalez_garcia.pdf"
4121,"temible",1,"trad_gonzalez_garcia.pdf"
4122,"temo",3,"trad_gonzalez_garcia.pdf"
4123,"temor",5,"trad_gonzalez_garcia.pdf"
4124,"tempestad",3,"trad_gonzalez_garcia.pdf"
4125,"tempestuoso",1,"trad_gonzalez_garcia.pdf"
4126,"templado",1,"trad_gonzalez_garcia.pdf"
4127,"temporada",1,"trad_gonzalez_garcia.pdf"
4128,"temprano",4,"trad_gonzalez_garcia.pdf"
4129,"tendencia",1,"trad_gonzalez_garcia.pdf"
4130,"tender",1,"trad_gonzalez_garcia.pdf"
4131,"tendr",7,"trad_gonzalez_garcia.pdf"
4132,"tendréis",1,"trad_gonzalez_garcia.pdf"
4133,"tendrer",1,"trad_gonzalez_garcia.pdf"
4134,"tendría",1,"trad_gonzalez_garcia.pdf"
4135,"tenebroso",4,"trad_gonzalez_garcia.pdf"
4136,"tened",1,"trad_gonzalez_garcia.pdf"
4137,"tener",215,"trad_gonzalez_garcia.pdf"
4138,"tenga",1,"trad_gonzalez_garcia.pdf"
4139,"tenía",2,"trad_gonzalez_garcia.pdf"
4140,"teñido",1,"trad_gonzalez_garcia.pdf"
4141,"tensar",2,"trad_gonzalez_garcia.pdf"
4142,"tentación",1,"trad_gonzalez_garcia.pdf"
4143,"tenue",1,"trad_gonzalez_garcia.pdf"
4144,"teoría",1,"trad_gonzalez_garcia.pdf"
4145,"tercero",5,"trad_gonzalez_garcia.pdf"
4146,"tercerola",2,"trad_gonzalez_garcia.pdf"
4147,"terminar",13,"trad_gonzalez_garcia.pdf"
4148,"término",2,"trad_gonzalez_garcia.pdf"
4149,"terminología",1,"trad_gonzalez_garcia.pdf"
4150,"ternura",2,"trad_gonzalez_garcia.pdf"
4151,"terraza",4,"trad_gonzalez_garcia.pdf"
4152,"terremoto",1,"trad_gonzalez_garcia.pdf"
4153,"terrenal",2,"trad_gonzalez_garcia.pdf"
4154,"terreno",2,"trad_gonzalez_garcia.pdf"
4155,"terrible",10,"trad_gonzalez_garcia.pdf"
4156,"tertulia",4,"trad_gonzalez_garcia.pdf"
4157,"tesoro",1,"trad_gonzalez_garcia.pdf"
4158,"testarudez",2,"trad_gonzalez_garcia.pdf"
4159,"testificar",1,"trad_gonzalez_garcia.pdf"
4160,"testigo",2,"trad_gonzalez_garcia.pdf"
4161,"testimonio",1,"trad_gonzalez_garcia.pdf"
4162,"teyo",1,"trad_gonzalez_garcia.pdf"
4163,"tía",4,"trad_gonzalez_garcia.pdf"
4164,"tiemblo",1,"trad_gonzalez_garcia.pdf"
4165,"tiempo",62,"trad_gonzalez_garcia.pdf"
4166,"tienda",1,"trad_gonzalez_garcia.pdf"
4167,"tierna",1,"trad_gonzalez_garcia.pdf"
4168,"tierno",1,"trad_gonzalez_garcia.pdf"
4169,"tierra",26,"trad_gonzalez_garcia.pdf"
4170,"tildar",2,"trad_gonzalez_garcia.pdf"
4171,"tilo",9,"trad_gonzalez_garcia.pdf"
4172,"timbre",1,"trad_gonzalez_garcia.pdf"
4173,"timidez",1,"trad_gonzalez_garcia.pdf"
4174,"tiniebla",1,"trad_gonzalez_garcia.pdf"
4175,"tintero",1,"trad_gonzalez_garcia.pdf"
4176,"tipo",12,"trad_gonzalez_garcia.pdf"
4177,"tirano",2,"trad_gonzalez_garcia.pdf"
4178,"tirar",4,"trad_gonzalez_garcia.pdf"
4179,"tiro",2,"trad_gonzalez_garcia.pdf"
4180,"tirón",1,"trad_gonzalez_garcia.pdf"
4181,"titubear",2,"trad_gonzalez_garcia.pdf"
4182,"titubee",1,"trad_gonzalez_garcia.pdf"
4183,"titubeo",1,"trad_gonzalez_garcia.pdf"
4184,"título",1,"trad_gonzalez_garcia.pdf"
4185,"to",2,"trad_gonzalez_garcia.pdf"
4186,"tocado",1,"trad_gonzalez_garcia.pdf"
4187,"tocar",10,"trad_gonzalez_garcia.pdf"
4188,"todo",318,"trad_gonzalez_garcia.pdf"
4189,"todopoderoso",4,"trad_gonzalez_garcia.pdf"
4190,"tolerancia",1,"trad_gonzalez_garcia.pdf"
4191,"tolero",1,"trad_gonzalez_garcia.pdf"
4192,"tómalo",1,"trad_gonzalez_garcia.pdf"
4193,"tomar",21,"trad_gonzalez_garcia.pdf"
4194,"tomár",2,"trad_gonzalez_garcia.pdf"
4195,"tomármelo",1,"trad_gonzalez_garcia.pdf"
4196,"tome",1,"trad_gonzalez_garcia.pdf"
4197,"tomér",2,"trad_gonzalez_garcia.pdf"
4198,"tono",5,"trad_gonzalez_garcia.pdf"
4199,"tontería",1,"trad_gonzalez_garcia.pdf"
4200,"tonto",1,"trad_gonzalez_garcia.pdf"
4201,"topar",1,"trad_gonzalez_garcia.pdf"
4202,"torbellino",1,"trad_gonzalez_garcia.pdf"
4203,"tormar",1,"trad_gonzalez_garcia.pdf"
4204,"tormenta",20,"trad_gonzalez_garcia.pdf"
4205,"tormento",3,"trad_gonzalez_garcia.pdf"
4206,"tormentoso",1,"trad_gonzalez_garcia.pdf"
4207,"tornar",1,"trad_gonzalez_garcia.pdf"
4208,"torno",1,"trad_gonzalez_garcia.pdf"
4209,"torrente",15,"trad_gonzalez_garcia.pdf"
4210,"tortuoso",1,"trad_gonzalez_garcia.pdf"
4211,"tortura",3,"trad_gonzalez_garcia.pdf"
